1	en	lvs	Latvian
2	lvs	lvs	latviešu valoda
3	guj	guj	ગુજરાતી
4	byv	byv	Mə̀dʉ̂mbɑ̀
5	en	olo	Livvi-Karelian
6	en	sjo	Xibe
7	en	snd	Sindhi
8	en	qve	Quechua
9	en	ssp	Spanish Sign Language
10	en	khk	Khalkha Mongolian
11	khk	khk	монгол хэл
12	kmr	kmr	Kurmancî
13	en	szl	Silesian
14	pl	szl	śląski
15	ca	szl	silesià
16	de	szl	Schlesisch
17	es	szl	silesiano
18	eu	szl	silesiera
19	fr	szl	silésien
20	nb	szl	schlesisk
21	nn	szl	schlesisk
22	oc	szl	silesian
23	ro	szl	sileziană
24	sv	szl	schlesiska
25	szl	af	afrikaans
26	szl	an	aragōńskŏ
27	szl	ar	arabskŏ
28	szl	as	asamskŏ
29	szl	ast	asturyjskŏ
30	szl	av	awarskŏ
31	szl	az	azerskŏ
32	szl	ba	baszkirskŏ
33	szl	be	biołoruskŏ
34	szl	bg	bułgarskŏ
35	szl	bi	bislamskŏ
36	szl	bn	byngalskŏ
37	szl	br	bretōńskŏ
38	szl	bs	bośniackŏ
39	szl	bua	buriackŏ
40	szl	ca	katalōńskŏ
41	szl	ceb	cebuano
42	szl	ckb	kurdyjskŏ sorani
43	szl	co	korsykańsko
44	szl	crh	krymskŏ tatarskŏ
45	szl	cs	czeskŏ
46	szl	csb	kaszubskŏ
47	szl	cu	staro-cerkewno-słowiańskŏ
48	szl	cv	czuwaskŏ
49	szl	cy	walijskŏ
50	szl	da	duńskŏ
51	szl	de	niymieckŏ
52	szl	dsb	dolnoserbskŏ
53	szl	el	greckŏ
54	szl	en	angelskŏ
55	szl	eo	esperanto
56	szl	es	hiszpańskŏ
57	szl	et	estōńskŏ
58	szl	eu	baskijskŏ
59	szl	fa	perskŏ
60	szl	fi	fińskŏ
61	szl	fo	farerskŏ
62	szl	fr	francuskŏ
63	szl	fy	fryzyjskŏ zachodniŏ
64	szl	ga	irlandzkŏ
65	szl	gd	szkockŏ gaelickŏ
66	szl	gl	galisyjskŏ
67	szl	gn	guaraní
68	szl	gv	manx
69	szl	he	hebrajskŏ
70	szl	hi	hindi
71	szl	hr	chorwackŏ
72	szl	hsb	gōrnoserbskŏ
73	szl	ht	haitańskŏ
74	szl	hu	wyngerskŏ
75	szl	hy	armyńskŏ
76	szl	ia	interlingua
77	szl	id	indōnezyjskŏ
78	szl	is	islandzkŏ
79	szl	it	italiańskŏ
80	szl	kaa	karakalpak
81	szl	kk	kazaskŏ
82	szl	ko	koreańskŏ
83	szl	ku	kurdyjskŏ
84	szl	kum	kumickŏ
85	szl	kv	kōmi
86	szl	ky	kirgiskŏ
87	szl	la	łacina
88	szl	lb	luksymburskŏ
89	szl	lg	luganda
90	szl	lo	laotańskŏ
91	szl	lt	litewskŏ
92	szl	lv	łotewskŏ
93	szl	mfe	maurytyjskŏ
94	szl	mk	macedōńskŏ
95	szl	ml	malajalam
96	szl	mr	marathi
97	szl	ms	malajskŏ
98	szl	mt	maltańskŏ
99	szl	myv	erzja
100	szl	nb	norweskŏ bokmål
101	szl	ne	nepalskŏ
102	szl	nl	holynderskŏ
103	szl	nn	norweskŏ nynorsk
104	szl	no	norweskŏ
105	szl	nog	nogajskŏ
106	szl	oc	ôksytańskŏ
107	szl	os	ôsetyjskŏ
108	szl	pa	pandżabskŏ
109	szl	pl	polskŏ
110	szl	pt	portugalskŏ
111	szl	rm	rōmanszskŏ
112	szl	rn	rundi
113	szl	ro	rumuńskŏ
114	szl	ru	ruskŏ
115	szl	rup	arōmańskŏ
116	szl	sa	sanskryt
117	szl	sah	jakuckŏ
118	szl	sc	sardyńskŏ
119	szl	sco	szkockŏ
120	szl	se	sami pōłnocnŏ
121	szl	sh	serbochorwackŏ
122	szl	si	syngaleskŏ
123	szl	sk	słowackŏ
124	szl	sl	słowyńskŏ
125	szl	sma	sami połedniowŏ
126	szl	smj	sami lule
127	szl	sq	albańskŏ
128	szl	sr	serbskŏ
129	szl	sv	szwedzkŏ
130	szl	sw	suahili
131	szl	szl	ślōnskŏ
132	szl	ta	tamilskŏ
133	szl	te	telugu
134	szl	tet	tetum
135	szl	tg	tadżyckŏ
136	szl	th	tajlandzkŏ
137	szl	tk	turkmyńskŏ
138	szl	tl	tagalog
139	szl	tr	tureckŏ
140	szl	tt	tatarskŏ
141	szl	tyv	tuwińskŏ
142	szl	udm	udmurckŏ
143	szl	uk	ukrajińskŏ
144	szl	ur	urdu
145	szl	uz	uzbeckŏ
146	szl	vi	wietnamskŏ
147	szl	xh	xosa
148	szl	zh	chińskŏ
149	szl	zu	zulu
