lg	inLg	name
eu	jbo	lojbanera
eu	jgo	ngomba
eu	jmc	machamera
eu	jv	javera
eu	ka	georgiera
eu	kab	kabilera
eu	kac	jingpoera
eu	kaj	kaiji
eu	kam	kambera
eu	kbd	kabardiera
eu	kcg	kataba
eu	kde	makondera
eu	kea	Cabo Verdeko kreolera
eu	kfo	koroa
eu	kg	kikongoa
eu	kha	kashia
eu	khq	koyra chiiniera
eu	ki	kikuyuera
eu	kj	kuanyama
eu	kk	kazakhera
eu	kkj	kakoa
eu	kl	groenlandiera
eu	kln	kalenjinera
eu	km	khemerera
eu	kmb	kimbundua
eu	kn	kannada
eu	ko	koreera
eu	koi	komi-permyakera
eu	kok	konkanera
eu	kpe	kpellea
eu	kr	kanuriera
eu	krc	karachayera-balkarera
eu	krl	kareliera
eu	kru	kurukhera
eu	ks	kaxmirera
eu	ksb	shambalera
eu	ksf	bafiera
eu	ksh	koloniera
eu	ku	kurduera
eu	kum	kumykera
eu	kv	komiera
eu	kw	kornubiera
eu	ky	kirgizera
eu	la	latin
eu	lad	ladino
eu	lag	langiera
eu	lb	luxenburgera
eu	lez	lezgiera
eu	lg	gandera
eu	li	limburgera
eu	lkt	lakotera
eu	ln	lingala
eu	lo	laosera
eu	loz	loziera
eu	lrc	iparraldeko lurera
eu	lt	lituaniera
eu	lu	luba-katangera
eu	lua	txilubera
eu	lun	lundera
eu	luo	luoera
eu	lus	mizoa
eu	luy	luhyera
eu	lv	letoniera
eu	mad	madurera
eu	mag	magahiera
eu	mai	maithilera
eu	mak	makasarera
eu	mas	masaiera
eu	mdf	mokxera
eu	men	mendeera
eu	mer	meruera
eu	mfe	Mauritaniako kreolera
eu	mg	malgaxe
eu	mgh	makhuwa-meettoera
eu	mgo	metera
eu	mh	marshallera
eu	mi	maoriera
eu	mic	mikmakera
eu	min	minangkabauera
eu	mk	mazedoniera
eu	ml	malabarera
eu	mn	mongoliera
eu	mni	manipurera
eu	moh	mohawkera
eu	mos	moreera
eu	mr	marathera
eu	ms	malaysiera
eu	mt	maltera
eu	mua	mudangera
eu	mul	zenbait hizkuntza
eu	mus	creera
eu	mwl	mirandera
eu	my	birmaniera
eu	myv	erziera
eu	mzn	mazandarandera
eu	na	nauruera
eu	nap	napoliera
eu	naq	namera
eu	nb	bokmål (norvegiera)
eu	nd	iparraldeko ndebeleera
eu	nds_NL	behe-saxoiera
eu	ne	nepalera
eu	new	newarera
eu	ng	ndongera
eu	nia	niasera
eu	niu	niueera
eu	nl	nederlandera
eu	nl_BE	flandriera
eu	nmg	kwasiera
eu	nn	nynorsk (norvegiera)
eu	nnh	ngiemboonera
eu	no	norvegiera
eu	nog	nogaiera
eu	nqo	n’koera
eu	nr	hegoaldeko ndebelera
eu	nso	pediera
eu	nus	nuerera
eu	nv	navajoera
eu	ny	chewera
eu	nyn	ankolera
eu	oc	okzitaniera
eu	om	oromoera
eu	or	oriya
eu	os	osetiera
eu	pa	punjabera
eu	pag	pangasinanera
eu	pam	pampangera
eu	pap	papiamento
eu	pau	palauera
eu	pcm	Nigeriako pidgina
eu	pl	poloniera
eu	prg	prusiera
eu	ps	paxtuera
eu	pt	portuges
eu	pt_BR	Brasilgo portuges
eu	pt_PT	Europako portuges
eu	qu	kitxua
eu	quc	quicheera
eu	rap	rapa nui
eu	rar	rarotongera
eu	rm	erretorromaniera
eu	rn	rundiera
eu	ro	errumaniera
eu	ro_MD	moldaviera
eu	rof	romboera
eu	root	erroa
eu	ru	errusiera
eu	rup	aromaniera
eu	rw	kinyaruanda
eu	rwk	rwaera
eu	sa	sanskrito
eu	sad	sandaweera
eu	sah	sakhera
eu	saq	samburuera
eu	sat	santalera
eu	sba	ngambayera
eu	sbp	sanguera
eu	sc	sardiniera
eu	scn	siziliera
eu	sco	eskoziera
eu	sd	sindhi
eu	se	iparraldeko samiera
eu	seh	senera
eu	ses	koyraboro sennia
eu	sg	sango
eu	sh	serbokroaziera
eu	shi	tachelhita
eu	shn	shanera
eu	si	sinhala
eu	sk	eslovakiera
eu	sl	esloveniera
eu	sm	samoera
eu	sma	hegoaldeko samiera
eu	smj	Luleko samiera
eu	smn	Inariko samiera
eu	sms	skolten samiera
eu	sn	shonera
eu	snk	soninkera
eu	so	somaliera
eu	sq	albaniera
eu	sr	serbiera
eu	srn	srananera
eu	ss	swatiera
eu	ssy	sahoa
eu	st	hegoaldeko sothoera
eu	su	sundanera
eu	suk	sukumera
eu	sv	suediera
eu	sw	swahilia
eu	sw_CD	Kongoko swahilia
eu	swb	komoreera
eu	syr	siriera
eu	ta	tamilera
eu	te	telugu
eu	tem	temnea
eu	teo	tesoera
eu	tet	tetum
eu	tg	tajikera
eu	th	thailandiera
eu	ti	tigrinyera
eu	tig	tigrea
eu	tk	turkmenera
eu	tl	tagalog
eu	tlh	klingonera
eu	tn	tswanera
eu	to	tongera
eu	tpi	tok pisin
eu	tr	turkiera
eu	trv	tarokoa
eu	ts	tsongera
eu	tt	tatarera
eu	tum	tumbukera
eu	tvl	tuvaluera
eu	tw	twia
eu	twq	tasawaq
eu	ty	tahitiera
eu	tyv	tuvera
eu	tzm	Erdialdeko Atlaseko amazigera
eu	udm	udmurtera
eu	ug	uigurrera
eu	uk	ukrainera
eu	umb	umbundu
eu	und	hizkuntza ezezaguna
eu	ur	urdu
eu	uz	uzbekera
eu	vai	vaiera
eu	ve	vendera
eu	vi	vietnamera
eu	vo	volapük
eu	vun	vunjo
eu	wa	waloiera
eu	wae	walserera
eu	wal	welayta
eu	war	samerera
eu	wo	wolofera
eu	xal	kalmykera
eu	xh	xhosera
eu	xog	sogera
eu	yav	jangbenera
eu	ybb	yemba
eu	yi	yiddish
eu	yo	jorubera
eu	yue	kantonera
eu	zgh	amazigera estandarra
eu	zh	txinera
eu	zh_Hans	txinera soildua
eu	zh_Hant	txinera tradizionala
eu	zu	zuluera
eu	zun	zuñia
eu	zxx	ez dago eduki linguistikorik
eu	zza	zazera
de	aa	Afar
de	ab	Abchasisch
de	ace	Aceh
de	ach	Acholi
de	ada	Adangme
de	ady	Adygeisch
de	ae	Avestisch
de	aeb	Tunesisches Arabisch
de	af	Afrikaans
de	afh	Afrihili
de	agq	Aghem
de	ain	Ainu
de	ak	Akan
de	akk	Akkadisch
de	akz	Alabama
de	ale	Aleutisch
de	aln	Gegisch
de	alt	Süd-Altaisch
de	am	Amharisch
de	an	Aragonesisch
de	ang	Altenglisch
de	anp	Angika
de	ar	Arabisch
de	ar_001	Modernes Hocharabisch
de	arc	Aramäisch
de	arn	Mapudungun
de	aro	Araona
de	arp	Arapaho
de	arq	Algerisches Arabisch
de	ars	Arabisch (Nadschd)
de	arw	Arawak
de	ary	Marokkanisches Arabisch
de	arz	Ägyptisches Arabisch
de	as	Assamesisch
de	asa	Asu
de	ase	Amerikanische Gebärdensprache
de	ast	Asturianisch
de	av	Awarisch
de	avk	Kotava
de	awa	Awadhi
de	ay	Aymara
de	az	Aserbaidschanisch
de	az	Aserbaidschanisch
de	ba	Baschkirisch
de	bal	Belutschisch
de	ban	Balinesisch
de	bar	Bairisch
de	bas	Basaa
de	bax	Bamun
de	bbc	Batak Toba
de	bbj	Ghomala
de	be	Weißrussisch
de	bej	Bedauye
de	bem	Bemba
de	bew	Betawi
de	bez	Bena
de	bfd	Bafut
de	bfq	Badaga
de	bg	Bulgarisch
de	bgn	Westliches Belutschi
de	bho	Bhodschpuri
de	bi	Bislama
de	bik	Bikol
de	bin	Bini
de	bjn	Banjaresisch
de	bkm	Kom
de	bla	Blackfoot
de	bm	Bambara
de	bn	Bengalisch
de	bo	Tibetisch
de	bpy	Bishnupriya
de	bqi	Bachtiarisch
de	br	Bretonisch
de	bra	Braj-Bhakha
de	brh	Brahui
de	brx	Bodo
de	bs	Bosnisch
de	bss	Akoose
de	bua	Burjatisch
de	bug	Buginesisch
de	bum	Bulu
de	byn	Blin
de	byv	Medumba
de	ca	Katalanisch
de	cad	Caddo
de	car	Karibisch
de	cay	Cayuga
de	cch	Atsam
de	ce	Tschetschenisch
de	ceb	Cebuano
de	cgg	Rukiga
de	ch	Chamorro
de	chb	Chibcha
de	chg	Tschagataisch
de	chk	Chuukesisch
de	chm	Mari
de	chn	Chinook
de	cho	Choctaw
de	chp	Chipewyan
de	chr	Cherokee
de	chy	Cheyenne
de	ckb	Zentralkurdisch
de	co	Korsisch
de	cop	Koptisch
de	cps	Capiznon
de	cr	Cree
de	crh	Krimtatarisch
de	crs	Seychellenkreol
de	cs	Tschechisch
de	csb	Kaschubisch
de	cu	Kirchenslawisch
de	cv	Tschuwaschisch
de	cy	Walisisch
de	da	Dänisch
de	dak	Dakota
de	dar	Darginisch
de	dav	Taita
de	de	Deutsch
de	de_AT	Österreichisches Deutsch
de	de_CH	Schweizer Hochdeutsch
de	del	Delaware
de	den	Slave
de	dgr	Dogrib
de	din	Dinka
de	dje	Zarma
de	doi	Dogri
de	dsb	Niedersorbisch
de	dtp	Zentral-Dusun
de	dua	Duala
de	dum	Mittelniederländisch
de	dv	Dhivehi
de	dyo	Diola
de	dyu	Dyula
de	dz	Dzongkha
de	dzg	Dazaga
de	ebu	Embu
de	ee	Ewe
de	efi	Efik
de	egl	Emilianisch
de	egy	Ägyptisch
de	eka	Ekajuk
de	el	Griechisch
de	elx	Elamisch
de	en	Englisch
de	en_GB	Englisch (GB)
de	en_US	Englisch (USA)
de	enm	Mittelenglisch
de	eo	Esperanto
de	es	Spanisch
de	esu	Zentral-Alaska-Yupik
de	et	Estnisch
de	eu	Baskisch
de	ewo	Ewondo
de	ext	Extremadurisch
de	fa	Persisch
de	fan	Pangwe
de	fat	Fanti
de	ff	Ful
de	fi	Finnisch
de	fil	Filipino
de	fit	Meänkieli
de	fj	Fidschi
de	fo	Färöisch
de	fon	Fon
de	fr	Französisch
de	frc	Cajun
de	frm	Mittelfranzösisch
de	fro	Altfranzösisch
de	frp	Frankoprovenzalisch
de	frr	Nordfriesisch
de	frs	Ostfriesisch
de	fur	Friaulisch
de	fy	Westfriesisch
de	ga	Irisch
de	gaa	Ga
de	gag	Gagausisch
de	gan	Gan
de	gay	Gayo
de	gba	Gbaya
de	gbz	Gabri
de	gd	Schottisches Gälisch
de	gez	Geez
de	gil	Kiribatisch
de	gl	Galicisch
de	glk	Gilaki
de	gmh	Mittelhochdeutsch
de	gn	Guaraní
de	goh	Althochdeutsch
de	gom	Goa-Konkani
de	gon	Gondi
de	gor	Mongondou
de	got	Gotisch
de	grb	Grebo
de	grc	Altgriechisch
de	gsw	Schweizerdeutsch
de	gu	Gujarati
de	guc	Wayúu
de	gur	Farefare
de	guz	Gusii
de	gv	Manx
de	gwi	Kutchin
de	ha	Haussa
de	hai	Haida
de	hak	Hakka
de	haw	Hawaiisch
de	he	Hebräisch
de	hi	Hindi
de	hif	Fidschi-Hindi
de	hil	Hiligaynon
de	hit	Hethitisch
de	hmn	Miao
de	ho	Hiri-Motu
de	hr	Kroatisch
de	hsb	Obersorbisch
de	hsn	Xiang
de	ht	Haiti-Kreolisch
de	hu	Ungarisch
de	hup	Hupa
de	hy	Armenisch
de	hz	Herero
de	ia	Interlingua
de	iba	Iban
de	ibb	Ibibio
de	id	Indonesisch
de	ie	Interlingue
de	ig	Igbo
de	ii	Yi
de	ik	Inupiak
de	ilo	Ilokano
de	inh	Inguschisch
de	io	Ido
de	is	Isländisch
de	it	Italienisch
de	iu	Inuktitut
de	izh	Ischorisch
de	ja	Japanisch
de	jam	Jamaikanisch-Kreolisch
de	jbo	Lojban
de	jgo	Ngomba
de	jmc	Machame
de	jpr	Jüdisch-Persisch
de	jrb	Jüdisch-Arabisch
de	jut	Jütisch
de	jv	Javanisch
de	ka	Georgisch
de	kaa	Karakalpakisch
de	kab	Kabylisch
de	kac	Kachin
de	kaj	Jju
de	kam	Kamba
de	kaw	Kawi
de	kbd	Kabardinisch
de	kbl	Kanembu
de	kcg	Tyap
de	kde	Makonde
de	kea	Kabuverdianu
de	ken	Kenyang
de	kfo	Koro
de	kg	Kongolesisch
de	kgp	Kaingang
de	kha	Khasi
de	kho	Sakisch
de	khq	Koyra Chiini
de	khw	Khowar
de	ki	Kikuyu
de	kiu	Kirmanjki
de	kj	Kwanyama
de	kk	Kasachisch
de	kkj	Kako
de	kl	Grönländisch
de	kln	Kalenjin
de	km	Khmer
de	kmb	Kimbundu
de	kn	Kannada
de	ko	Koreanisch
de	koi	Komi-Permjakisch
de	kok	Konkani
de	kos	Kosraeanisch
de	kpe	Kpelle
de	kr	Kanuri
de	krc	Karatschaiisch-Balkarisch
de	kri	Krio
de	krj	Kinaray-a
de	krl	Karelisch
de	kru	Oraon
de	ks	Kaschmiri
de	ksb	Shambala
de	ksf	Bafia
de	ksh	Kölsch
de	ku	Kurdisch
de	kum	Kumükisch
de	kut	Kutenai
de	kv	Komi
de	kw	Kornisch
de	ky	Kirgisisch
de	la	Latein
de	lad	Ladino
de	lag	Langi
de	lah	Lahnda
de	lam	Lamba
de	lb	Luxemburgisch
de	lez	Lesgisch
de	lfn	Lingua Franca Nova
de	lg	Ganda
de	li	Limburgisch
de	lij	Ligurisch
de	liv	Livisch
de	lkt	Lakota
de	lmo	Lombardisch
de	ln	Lingala
de	lo	Laotisch
de	lol	Mongo
de	lou	Kreol (Louisiana)
de	loz	Lozi
de	lrc	Nördliches Luri
de	lt	Litauisch
de	ltg	Lettgallisch
de	lu	Luba-Katanga
de	lua	Luba-Lulua
de	lui	Luiseno
de	lun	Lunda
de	luo	Luo
de	lus	Lushai
de	luy	Luhya
de	lv	Lettisch
de	lzh	Klassisches Chinesisch
de	lzz	Lasisch
de	mad	Maduresisch
de	maf	Mafa
de	mag	Khotta
de	mai	Maithili
de	mak	Makassarisch
de	man	Malinke
de	mas	Massai
de	mde	Maba
de	mdf	Mokschanisch
de	mdr	Mandaresisch
de	men	Mende
de	mer	Meru
de	mfe	Morisyen
de	mg	Madagassisch
de	mga	Mittelirisch
de	mgh	Makhuwa-Meetto
de	mgo	Meta’
de	mh	Marschallesisch
de	mi	Maori
de	mic	Micmac
de	min	Minangkabau
de	mk	Mazedonisch
de	ml	Malayalam
de	mn	Mongolisch
de	mnc	Mandschurisch
de	mni	Meithei
de	moh	Mohawk
de	mos	Mossi
de	mr	Marathi
de	mrj	Bergmari
de	ms	Malaiisch
de	mt	Maltesisch
de	mua	Mundang
de	mul	Mehrsprachig
de	mus	Muskogee
de	mwl	Mirandesisch
de	mwr	Marwari
de	mwv	Mentawai
de	my	Birmanisch
de	mye	Myene
de	myv	Ersja-Mordwinisch
de	mzn	Masanderanisch
de	na	Nauruisch
de	nan	Min Nan
de	nap	Neapolitanisch
de	naq	Nama
de	nb	Norwegisch Bokmål
de	nd	Nord-Ndebele
de	nds	Niederdeutsch
de	nds_NL	Niedersächsisch
de	ne	Nepalesisch
de	new	Newari
de	ng	Ndonga
de	nia	Nias
de	niu	Niue
de	njo	Ao-Naga
de	nl	Niederländisch
de	nl_BE	Flämisch
de	nmg	Kwasio
de	nn	Norwegisch Nynorsk
de	nnh	Ngiemboon
de	no	Norwegisch
de	nog	Nogai
de	non	Altnordisch
de	nov	Novial
de	nqo	N’Ko
de	nr	Süd-Ndebele
de	nso	Nord-Sotho
de	nus	Nuer
de	nv	Navajo
de	nwc	Alt-Newari
de	ny	Nyanja
de	nym	Nyamwezi
de	nyn	Nyankole
de	nyo	Nyoro
de	nzi	Nzima
de	oc	Okzitanisch
de	oj	Ojibwa
de	om	Oromo
de	or	Oriya
de	os	Ossetisch
de	osa	Osage
de	ota	Osmanisch
de	pa	Punjabi
de	pag	Pangasinan
de	pal	Mittelpersisch
de	pam	Pampanggan
de	pap	Papiamento
de	pau	Palau
de	pcd	Picardisch
de	pcm	Nigerianisches Pidgin
de	pdc	Pennsylvaniadeutsch
de	pdt	Plautdietsch
de	peo	Altpersisch
de	pfl	Pfälzisch
de	phn	Phönizisch
de	pi	Pali
de	pl	Polnisch
de	pms	Piemontesisch
de	pnt	Pontisch
de	pon	Ponapeanisch
de	prg	Altpreußisch
de	pro	Altprovenzalisch
de	ps	Paschtu
de	pt	Portugiesisch
de	qu	Quechua
de	quc	K’iche’
de	qug	Chimborazo Hochland-Quechua
de	raj	Rajasthani
de	rap	Rapanui
de	rar	Rarotonganisch
de	rgn	Romagnol
de	rif	Tarifit
de	rm	Rätoromanisch
de	rn	Rundi
de	ro	Rumänisch
de	ro_MD	Moldauisch
de	rof	Rombo
de	rom	Romani
de	root	Root
de	rtm	Rotumanisch
de	ru	Russisch
de	rue	Russinisch
de	rug	Roviana
de	rup	Aromunisch
de	rw	Kinyarwanda
de	rwk	Rwa
de	sa	Sanskrit
de	sad	Sandawe
de	sah	Jakutisch
de	sam	Samaritanisch
de	saq	Samburu
de	sas	Sasak
de	sat	Santali
de	saz	Saurashtra
de	sba	Ngambay
de	sbp	Sangu
de	sc	Sardisch
de	scn	Sizilianisch
de	sco	Schottisch
de	sd	Sindhi
de	sdc	Sassarisch
de	sdh	Südkurdisch
de	se	Nordsamisch
de	see	Seneca
de	seh	Sena
de	sei	Seri
de	sel	Selkupisch
de	ses	Koyra Senni
de	sg	Sango
de	sga	Altirisch
de	sgs	Samogitisch
de	sh	Serbo-Kroatisch
de	shi	Taschelhit
de	shn	Schan
de	shu	Tschadisch-Arabisch
de	si	Singhalesisch
de	sid	Sidamo
de	sk	Slowakisch
de	sl	Slowenisch
de	sli	Schlesisch (Niederschlesisch)
de	sly	Selayar
de	sm	Samoanisch
de	sma	Südsamisch
de	smj	Lule-Samisch
de	smn	Inari-Samisch
de	sms	Skolt-Samisch
de	sn	Shona
de	snk	Soninke
de	so	Somali
de	sog	Sogdisch
de	sq	Albanisch
de	sr	Serbisch
de	srn	Srananisch
de	srr	Serer
de	ss	Swazi
de	ssy	Saho
de	st	Süd-Sotho
de	stq	Saterfriesisch
de	su	Sundanesisch
de	suk	Sukuma
de	sus	Susu
de	sux	Sumerisch
de	sv	Schwedisch
de	sw	Suaheli
de	sw_CD	Kongo-Swahili
de	swb	Komorisch
de	syc	Altsyrisch
de	syr	Syrisch
de	szl	Schlesisch (Wasserpolnisch)
de	ta	Tamil
de	tcy	Tulu
de	te	Telugu
de	tem	Temne
de	teo	Teso
de	ter	Tereno
de	tet	Tetum
de	tg	Tadschikisch
de	th	Thailändisch
de	ti	Tigrinya
de	tig	Tigre
de	tiv	Tiv
de	tk	Turkmenisch
de	tkl	Tokelauanisch
de	tkr	Tsachurisch
de	tl	Tagalog
de	tlh	Klingonisch
de	tli	Tlingit
de	tly	Talisch
de	tmh	Tamaseq
de	tn	Tswana
de	to	Tongaisch
de	tog	Nyasa Tonga
de	tpi	Neumelanesisch
de	tr	Türkisch
de	tru	Turoyo
de	trv	Taroko
de	ts	Tsonga
de	tsd	Tsakonisch
de	tsi	Tsimshian
de	tt	Tatarisch
de	ttt	Tatisch
de	tum	Tumbuka
de	tvl	Tuvaluisch
de	tw	Twi
de	twq	Tasawaq
de	ty	Tahitisch
de	tyv	Tuwinisch
de	tzm	Zentralatlas-Tamazight
de	udm	Udmurtisch
de	ug	Uigurisch
de	uga	Ugaritisch
de	uk	Ukrainisch
de	umb	Umbundu
de	und	Unbekannte Sprache
de	ur	Urdu
de	uz	Usbekisch
de	vai	Vai
de	ve	Venda
de	vec	Venetisch
de	vep	Wepsisch
de	vi	Vietnamesisch
de	vls	Westflämisch
de	vmf	Mainfränkisch
de	vo	Volapük
de	vot	Wotisch
de	vro	Võro
de	vun	Vunjo
de	wa	Wallonisch
de	wae	Walliserdeutsch
de	wal	Walamo
de	war	Waray
de	was	Washo
de	wbp	Warlpiri
de	wo	Wolof
de	wuu	Wu
de	xal	Kalmückisch
de	xh	Xhosa
de	xmf	Mingrelisch
de	xog	Soga
de	yao	Yao
de	yap	Yapesisch
de	yav	Yangben
de	ybb	Yemba
de	yi	Jiddisch
de	yo	Yoruba
de	yrl	Nheengatu
de	yue	Kantonesisch
de	za	Zhuang
de	zap	Zapotekisch
de	zbl	Bliss-Symbole
de	zea	Seeländisch
de	zen	Zenaga
de	zgh	Tamazight
de	zh	Chinesisch
de	zh_Hans	Chinesisch (vereinfacht)
de	zh_Hant	Chinesisch (traditionell)
de	zu	Zulu
de	zun	Zuni
de	zxx	Keine Sprachinhalte
de	zza	Zaza
ru	aa	афарский
ru	ab	абхазский
ru	ace	ачехский
ru	ach	ачоли
ru	ada	адангме
ru	ady	адыгейский
ru	ae	авестийский
ru	af	африкаанс
ru	afh	африхили
ru	agq	агем
ru	ain	айнский
ru	ak	акан
ru	akk	аккадский
ru	ale	алеутский
ru	alt	южноалтайский
ru	am	амхарский
ru	an	арагонский
ru	ang	староанглийский
ru	anp	ангика
ru	ar	арабский
ru	ar_001	литературный арабский
ru	arc	арамейский
ru	arn	мапуче
ru	arp	арапахо
ru	ars	недждийский арабский
ru	arw	аравакский
ru	as	ассамский
ru	asa	асу
ru	ast	астурийский
ru	av	аварский
ru	awa	авадхи
ru	ay	аймара
ru	az	азербайджанский
ru	az	азербайджанский
ru	ba	башкирский
ru	bal	белуджский
ru	ban	балийский
ru	bas	баса
ru	bax	бамум
ru	bbj	гомала
ru	be	белорусский
ru	bej	беджа
ru	bem	бемба
ru	bez	бена
ru	bfd	бафут
ru	bg	болгарский
ru	bgn	западный белуджский
ru	bho	бходжпури
ru	bi	бислама
ru	bik	бикольский
ru	bin	бини
ru	bkm	ком
ru	bla	сиксика
ru	bm	бамбара
ru	bn	бенгальский
ru	bo	тибетский
ru	br	бретонский
ru	bra	брауи
ru	brx	бодо
ru	bs	боснийский
ru	bss	акоосе
ru	bua	бурятский
ru	bug	бугийский
ru	bum	булу
ru	byn	билин
ru	byv	медумба
ru	ca	каталанский
ru	cad	каддо
ru	car	кариб
ru	cay	кайюга
ru	cch	атсам
ru	ce	чеченский
ru	ceb	себуано
ru	cgg	кига
ru	ch	чаморро
ru	chb	чибча
ru	chg	чагатайский
ru	chk	чукотский
ru	chm	марийский
ru	chn	чинук жаргон
ru	cho	чоктавский
ru	chp	чипевьян
ru	chr	чероки
ru	chy	шайенский
ru	ckb	сорани
ru	co	корсиканский
ru	cop	коптский
ru	cr	кри
ru	crh	крымско-татарский
ru	crs	сейшельский креольский
ru	cs	чешский
ru	csb	кашубский
ru	cu	церковнославянский
ru	cv	чувашский
ru	cy	валлийский
ru	da	датский
ru	dak	дакота
ru	dar	даргинский
ru	dav	таита
ru	de	немецкий
ru	de_AT	австрийский немецкий
ru	de_CH	литературный швейцарский немецкий
ru	del	делаварский
ru	den	слейви
ru	dgr	догриб
ru	din	динка
ru	dje	джерма
ru	doi	догри
ru	dsb	нижнелужицкий
ru	dua	дуала
ru	dum	средненидерландский
ru	dv	мальдивский
ru	dyo	диола-фоньи
ru	dyu	диула
ru	dz	дзонг-кэ
ru	dzg	даза
ru	ebu	эмбу
ru	ee	эве
ru	efi	эфик
ru	egy	древнеегипетский
ru	eka	экаджук
ru	el	греческий
ru	elx	эламский
ru	en	английский
ru	en_AU	австралийский английский
ru	en_CA	канадский английский
ru	en_GB	британский английский
ru	en_GB	британский английский
ru	en_US	американский английский
ru	en_US	американский английский
ru	enm	среднеанглийский
ru	eo	эсперанто
ru	es	испанский
ru	es_419	латиноамериканский испанский
ru	es_ES	европейский испанский
ru	es_MX	мексиканский испанский
ru	et	эстонский
ru	eu	баскский
ru	ewo	эвондо
ru	fa	персидский
ru	fan	фанг
ru	fat	фанти
ru	ff	фулах
ru	fi	финский
ru	fil	филиппинский
ru	fj	фиджи
ru	fo	фарерский
ru	fon	фон
ru	fr	французский
ru	fr_CA	канадский французский
ru	fr_CH	швейцарский французский
ru	frc	каджунский французский
ru	frm	среднефранцузский
ru	fro	старофранцузский
ru	frr	северный фризский
ru	frs	восточный фризский
ru	fur	фриульский
ru	fy	западнофризский
ru	ga	ирландский
ru	gaa	га
ru	gag	гагаузский
ru	gan	гань
ru	gay	гайо
ru	gba	гбая
ru	gd	гэльский
ru	gez	геэз
ru	gil	гилбертский
ru	gl	галисийский
ru	gmh	средневерхненемецкий
ru	gn	гуарани
ru	goh	древневерхненемецкий
ru	gon	гонди
ru	gor	горонтало
ru	got	готский
ru	grb	гребо
